"1,991",1.645,7.946,10.304,1.6,16.468,5.44,3.42,9.586,0.9,17.55,22.308,2.2,6.984,2.468,11.1,1.13,3.168,1.639,4.7,2.927,6.896,12.17,1.374,13.82,0.6,9.64,10.316,3.213,5.561,19.858,1.818,6.597,5.23,8.933,2.37,10.12,5.37,8.31,13.539,3,2.27,5.316,27.078,9.099,6.878,20.6,4.332,1.468,9.38,5.329,15.929,3.259,6.503,4.633,9.134,17.22,8.55,2.7,3.489,9.561,4.519,7.285,7.572,2.675,3.509,3.066,12.046,1.8,4.58,11.14,7.327,8.5,2.617,15.771,13.387,6.85,8.714,11.1,2.548,10.097,6.281,21.311,2.059,2.788,1,4.834,2.394,2.407,0.888,0.9,2.485,8.61,16.528,14.661,2.68,15.449,1.1,1.482,2.7,18.69,13.59,1.9,29.933,6.14,24.5,1.317,0.878,5.687,3.01,9.888,6.357,9.541,0.795,4.876,3.145,3.694,2.825,19.14,18.05,3.741,8.054,7.285,5.407,10.539,10.614,4.148,6.451,4.961,11.718,2.839,3.77,0.586,13.635,16.18,3.919,5.1,8.244,13.348,5.133,12.304,7.29,1.976,14.899,3.243,2.18,7.08,12.154,4.056,2.86,19.037,17.085,12.203,14.417,7.53,6.75,20.57,0.669,4.045,2.63,1.9,3.329,1.4,15.977,1.35,8.21,18.52,3.6,3.404,6.8,8.95,1.9,19.77,9.45,11.989,2.162,8.009,2.1,8.17,20.105,18.9,4.796
"2,007",2.925,7.908,15.966,10.394,16.08,8.47,4.909,4.381,6.33,28.984,7.41,4.045,7.459,3.3,6.878,1.019,2.4,0.902,6.169,2.615,9.28,7.88,3.7,16.99,7.408,8.51,6.156,3.401,5.419,19.899,3.641,6.308,8.427,3.063,4.35,11.204,4.557,1.788,13.325,3.946,5.316,8.658,26.423,3.801,5.158,13.79,3.142,4.592,8.8,5.696,8.232,2.344,6.854,4.103,8.009,18.258,5.262,13.28,5.092,10.383,4.834,7.974,8.351,2.825,8.3,3.202,10.891,4.01,3.211,9.909,16.8,7.406,8.06,4.98,9.379,8.534,8.646,10.772,2.251,6.076,6.614,13.1,3.888,2.65,2.558,4.688,2.98,3.013,1.5,7.26,1.066,8.98,14,5.97,2.223,15.905,4.25,4.065,6.052,18.708,9.56,2.749,19.4,3.2,35.231,1.366,0.673,7.2,3.27,9.455,6.472,8.475,9.537,4.876,3.628,3.23,3.065,22.11,14.758,3.767,4.89,4.153,2.493,10.672,3.661,4.3,5.743,4.08,11.74,2.171,3.434,0.398,9.602,10.93,7.966,4.713,6.413,18.06,6.002,11.661,5.734,1.975,14.769,6.161,3.9,4.828,11.16,4.018,2.796,18.834,9.005,12.121,16.098,6.41,8.42,28.24,0.829,3.822,1.18,12.254,3.409,5.705,12.365,1.182,10.285,5.54,3.024,2.675,4.622,9.403,4.99,18.927,7.279,9.935,2.026,6.852,5.426,12.483,19.39,10.563,4.997
"2,008",2.805,7.92,13.06,10.657,16.17,7.837,4.198,4.242,5.86,23.405,8.12,4.516,6.976,3.497,5.61,1.024,1.634,0.892,6.272,2.603,8.268,8.18,3.833,16.315,6.735,8.18,6.284,3.625,5.372,19.954,3.35,6.404,9.285,3.385,4.59,11.273,4.934,1.583,13.331,3.756,4.393,7.525,26.299,3.683,4.764,11.33,3.917,5.455,8.517,5.647,11.255,2.333,6.369,4.182,7.386,19.197,5.615,17.87,5.142,10.041,4.844,7.943,7.664,2.874,8.889,3.218,11.111,3.56,3.156,8.53,16.194,7.817,7.209,6.774,7.704,8.486,8.467,10.63,2.946,6.723,6.666,12.7,4.002,2.752,2.639,4.699,2.906,2.959,1.75,6.63,0.941,7.665,12.72,5.22,2.211,15.812,5.826,5.06,7.739,18.953,9.57,2.097,17.15,3.428,33.93,1.394,0.684,5.565,2.999,9.681,5.977,7.17,10.515,4.801,3.874,3.32,3.095,22.004,14.368,3.771,6.2,3.654,2.55,10.65,4.167,4.142,5.704,4.03,11.759,2.168,3.72,0.423,7.118,11.48,7.553,4.415,5.788,13.67,6.205,11.601,5.085,1.996,14.8,6.235,3.96,4.379,9.514,4.14,2.813,18.88,8.832,12.15,15.573,5.88,10.94,27.847,0.904,3.286,1.18,11.869,3.367,4.846,12.444,1.254,10.965,4.63,2.775,3.049,5.784,8.026,4.89,18.79,6.245,10.008,1.889,5.658,5.538,12.647,19.507,7.93,5.374
"2,009",2.919,7.914,13.674,10.993,16.392,8.645,5.371,5.565,5.74,24.068,10.02,5,7.908,3.715,6.817,1.074,1.618,0.947,6.397,2.973,9.419,14.25,3.96,16.169,6.1,8.335,8.46,3.879,5.463,19.854,4.109,6.586,11.313,3.742,4.72,12.066,7.824,1.67,13.517,5.594,6.662,7.742,26.436,6.409,5.467,10.16,4.608,13.548,9.087,5.722,17.857,2.331,8.25,4.302,9.122,19.754,7.537,20.71,5.349,9.769,4.991,8.098,9.546,3.209,9.3,3.21,11.42,5.26,3.292,9.202,15.342,10.03,6.106,12.609,9.534,8.406,8.41,12.113,7.22,7.749,7.314,12.9,5.068,2.813,2.738,4.724,2.895,3.363,1.64,6.55,0.833,6.355,15.37,5.85,2.236,16.089,13.785,5.122,17.515,19.18,8.96,3.024,19.09,3.883,32.351,1.398,0.696,5.86,3.58,10.155,6.896,7.257,11.697,4.74,5.356,3.66,3.182,22.253,13.97,3.751,8.16,4.347,3.103,10.64,6.121,3.991,5.849,3.96,11.968,2.088,3.858,0.535,8.167,15,9.432,5.46,6.859,16.116,8.301,11.694,5.377,2.02,13,8.351,5.86,5.869,12.023,4.282,2.807,18.926,8.72,12.319,15.4,7.33,8.14,27.404,0.903,2.853,1.49,11.5,3.295,4,13.291,1.41,14.026,5.28,2.5,3.6,9.254,7.74,5.04,19.378,6.097,11.3,1.737,4.565,5.646,12.753,20.512,10.581,5.469
"2,010",2.789,7.914,14.086,11.279,16.598,7.714,4.883,5.214,5.63,27.312,10.69,3.379,8.293,3.723,10.279,1.13,1.612,1.04,6.476,2.609,8.424,14.431,3.32,17.86,6.054,8.424,8.178,4.096,5.585,19.379,4.808,6.614,8.547,4.11,4.53,11.153,7.171,2.5,10.67,6.36,7.281,6.967,26.469,7.747,5.212,9.96,4.088,16.707,8.757,5.839,19.86,2.299,8.394,4.342,9.279,20.39,7.787,20.203,5.384,9.673,5.129,8.292,12.719,3.497,8.2,3.197,11.758,4.329,4.119,11.62,15.255,11.172,5.614,14.534,8.48,8.318,8.262,13.679,7.564,8.363,7.63,12.5,5.103,2.793,2.856,4.692,2.825,3.324,1.82,5.77,0.708,6.77,17.116,4.784,2.266,16.044,17.814,4.361,19.482,19.208,9.09,2.972,19.649,4.28,33.135,1.382,0.707,6.549,2.84,10.054,6.861,7.654,10.851,4.787,5.303,3.39,3.24,22.12,13.95,3.739,7.83,4.989,3.521,10.629,6.557,3.925,5.873,3.6,12.143,2.002,3.605,0.653,9.637,16.1,10.771,4.569,6.959,19.204,7.369,11.7,5.55,1.622,15.156,8.61,4.12,7.248,14.387,4.427,2.798,18.973,7.15,12.35,14.66,4.893,8.61,26.753,0.873,2.385,0.622,10.844,3.301,4,13.049,1.517,11.879,4.033,3.029,3.619,9.633,7.158,5.36,19.951,7.112,11.501,1.114,4.683,5.62,12.778,23.181,13.19,5.456
"2,011",2.568,7.916,13.481,11.534,16.77,7.18,4.637,5.083,5.42,27.582,11.19,3.73,7.14,3.827,11.26,1.209,1.599,2.647,6.537,2.255,7.578,14.52,3.23,18.062,6.024,8.434,7.637,4.315,5.551,19.51,4.409,7.145,7.492,3.989,4.55,10.288,9.518,3.18,10.947,7.942,6.712,5.825,26.399,7.769,6.087,9.96,3.458,12.328,11.849,5.755,21.391,2.274,7.781,4.406,9.228,19.929,8.038,19.632,4.227,10.269,5.123,8.234,17.973,3.171,13.3,3.144,11.977,3.422,4.475,13.678,14.482,11.029,5.153,15.354,7.139,8.222,8.186,12.491,7.028,8.359,8.034,12.9,4.55,2.706,2.962,4.726,2.903,2.992,2.056,5.39,1.055,7.333,18.86,4.118,2.208,16.098,15.39,4.902,16.206,19.43,8.91,2.677,19.759,2.518,31.502,1.408,0.723,4.769,2.56,9.956,6.388,7.447,10.01,4.835,5.175,3.05,3.279,19.479,13.937,3.77,6.617,4.977,3.215,10.653,6.491,3.928,4.049,3.477,12.273,2.62,3.592,0.796,9.632,15.7,12.682,4.67,7.177,22.959,6.536,11.801,5.77,1.297,17.44,7.804,3.89,8.182,13.634,4.554,2.853,19.021,7.54,12.48,14.196,4.297,8.612,25.994,0.899,1.982,0.66,10.187,3.533,4.002,18.334,1.606,9.789,3.425,3.47,3.528,8.949,6.307,4.96,20.03,6.902,11.778,0.999,4.819,5.68,13.277,21.416,10.546,5.368
"2,012",2.266,7.909,13.376,11.704,16.557,7.217,4.909,5.225,5.19,28.01,11.59,4.075,7.542,3.852,12.27,1.2,1.591,2.415,6.615,2.066,7.251,14.02,2.05,17.949,5.97,8.38,7.392,4.485,5.52,19.573,4.491,7.223,6.79,3.837,4.58,9.959,9.11,3.46,11.137,12.097,6.979,5.379,26.252,7.798,6.722,10.97,3.235,10.021,12.597,5.649,24.788,2.255,7.689,4.375,9.841,19.713,7.885,19.653,3.141,10.346,4.891,8.116,24.731,2.765,12.2,3.207,12.231,3.285,3.755,15.935,14.1,11.003,4.468,15.451,6.762,8.156,7.965,12.275,6,10.655,8.695,12.2,4.358,2.686,3.07,4.767,2.92,2.812,2.234,5.29,1.398,7.91,19.06,3.88,2.138,15.733,13.365,5.14,15.047,19.03,8.99,2.19,19.808,0.599,31.096,1.49,0.742,3.905,1.97,9.865,6.203,7.472,9.142,4.951,4.892,3.1,3.305,16.771,14.053,3.76,5.208,5.821,3.123,10.654,6.931,3.727,3.717,3.238,12.146,2.627,3.504,3.667,10.088,14.5,15.531,4.086,6.794,24,5.436,11.72,5.622,0.987,17.068,7.976,3.72,8.852,13.966,4.56,3.887,19.078,8.1,12.754,13.59,3.843,13.8,25.118,0.893,2.028,0.58,9.519,3.767,3.997,17.63,1.647,9.21,3.718,3.223,3.551,8.069,6.451,4.87,19.846,6.601,11.84,1.027,4.949,8.752,13.44,21.786,7.85,5.057
"2,013",2.074,7.919,15.866,11.948,16.487,7.1,5.367,5.663,4.97,27.49,11.55,4.426,8.425,4.055,12.941,1.182,1.584,2.113,6.734,2.437,7.071,16.18,2.87,18.203,5.946,8.349,7.143,4.474,5.56,19.902,4.747,4.255,6.361,3.687,4.6,9.246,8.218,3.29,11.386,16.131,6.953,5.231,26.211,7.384,7.352,9.82,3.083,8.631,13.154,5.61,26.094,2.251,8.193,4.356,9.913,19.788,7.525,19.416,2.173,9.468,4.977,8.039,27.686,3.017,11.5,3.226,12.528,3.4,5.646,17.251,13.639,10.177,4.336,13.735,6.137,8.088,9.208,10.595,5.376,12.149,9.698,12.6,4.038,2.764,3.146,4.79,2.93,2.747,2.476,5.2,1.755,8.423,22.21,4.186,2.072,15.907,11.77,5.848,11.867,19.316,9.23,1.894,19.585,0.995,29.017,1.54,0.753,4.231,1.82,9.931,6.115,7.322,8.298,4.978,4.921,3.16,3.338,19.028,14.348,3.711,5.28,7.243,3.423,10.667,5.839,3.516,3.707,3.575,12.03,2.682,3.497,2.954,10.326,14.3,16.188,4.385,7.096,22.154,5.458,11.802,5.6,0.694,16.414,8.052,3.86,10.116,14.227,4.538,4.989,18.995,6.6,12.578,13.711,3.693,14.479,24.435,0.942,2.083,0.249,8.86,4.011,3.999,15.934,1.758,9.713,2.683,2.93,1.91,7.375,6.444,4.86,19.347,7.54,12.274,1.316,5.057,8.772,13.638,22.038,8.042,4.944
"2,014",1.962,7.915,18.055,12.201,16.401,7.268,5.674,6.078,4.91,27.517,12.17,4.406,8.523,4.254,11.424,1.146,1.572,1.892,6.862,2.021,6.755,13.8,2.63,18.518,5.911,8.244,7.023,4.446,5.685,19.781,4.826,3.275,6.761,3.534,4.63,8.799,8.499,2.7,11.67,16.277,6.108,4.981,26.217,6.925,6.719,10.207,3.48,7.352,13.105,5.652,24.442,2.364,8.663,4.325,10.273,19.922,6.11,17.439,4.412,8.224,5.108,8.044,26.708,2.717,7.6,3.316,12.887,3.296,7.078,17.29,13.766,7.725,4.049,11.858,5.789,7.992,10.59,10.68,4.897,12.683,9.046,11.9,3.589,2.768,3.253,4.88,2.883,3.082,2.9,5.06,2.117,8.796,21.592,4.157,2.079,16.056,10.698,5.852,10.846,19.298,9.7,1.451,18.054,1.385,28.215,1.492,0.749,4.798,1.67,10.03,5.737,7.467,7.461,4.966,4.819,2.88,3.378,18.521,14.59,3.903,4.52,7.416,3.484,10.647,5.428,3.43,4.415,3.208,11.886,2.524,3.6,1.827,8.99,13.9,13.897,5.034,6.802,19.223,5.16,11.858,5.877,0.728,15.558,7.954,3.74,9.692,11.537,4.678,5.842,18.847,6.94,12.462,13.619,4.154,14.768,23.817,0.926,2.142,0.576,8.206,4.228,4.011,14.259,1.924,9.901,2.477,2.125,2.404,6.168,6.547,5.09,19.229,6.821,12.36,1.256,5.15,8.72,13.467,22.606,8.131,4.774
"2,015",1.792,9.011,17.193,12.468,16.491,7.58,5.802,6.055,4.96,27.695,9.803,4.382,8.482,4.468,9.143,1.166,1.444,1.855,7.694,3.111,8.538,12,2.45,18.939,5.881,7.578,6.945,4.456,5.871,20.2,4.801,2.574,6.605,3.52,4.65,8.572,8.415,2.4,11.905,15.026,5.048,4.624,26.095,6.278,7.605,11.206,3.616,6.412,13.052,5.793,22.058,2.45,9.376,4.292,10.354,19.994,5.301,16.506,6.806,7.271,5.251,8.178,24.981,2.506,6.9,3.224,13.273,3.314,6.147,16.175,13.745,6.813,4.514,9.908,5.176,7.894,10.838,11.166,3.979,11.896,8.824,13.075,3.385,2.763,3.346,4.972,2.902,3.546,2.2,4.93,2.491,9.27,20.851,4.519,2.553,16.223,9.12,6.669,9.873,19.649,9.46,1.781,17.555,1.785,26.395,1.406,0.766,4.861,1.81,10.109,5.389,7.41,6.612,4.95,4.311,3.1,3.426,20.799,13.637,4.137,4.7,6.873,4.296,10.655,5.415,3.392,4.37,3.272,11.776,2.487,3.068,3.566,7.501,12,12.447,4.556,6.812,17.66,5.571,11.849,5.6,0.735,14.512,7.432,3.79,8.975,11.492,4.621,6.757,18.444,7.22,12.355,13.598,3.998,14.29,23.279,0.968,2.204,0.597,7.554,4.45,4.023,15.159,2.028,10.304,2.428,2.162,2.788,5.28,7.488,5.15,19.121,6.138,12.146,1.849,5.255,8.9,17.9,22.869,8.316,5.383
"2,016",1.64,10.1,15.418,12.732,16.58,8.083,6.064,5.711,5,25.408,8.247,4.35,7.83,4.594,7.575,1.195,1.356,1.835,8.521,3.498,11.58,12.7,2.737,19.343,5.844,7,7.038,4.548,5.904,20.524,4.918,1.896,6.926,3.534,4.56,8.922,8.085,2,12.075,13.006,3.952,4.122,25.999,5.989,7.284,10.202,4.597,6.882,12.45,5.83,19.635,2.566,8.818,4.32,10.057,20.165,4.81,16.604,5.237,6.299,5.019,8.232,23.514,2.583,5.4,3.192,13.563,3.392,6.727,13.103,13.888,5.115,4.301,8.374,4.723,7.8,10.82,12.618,2.978,11.688,8.634,15.275,3.132,2.757,3.466,5.042,2.925,3.65,2.16,4.96,2.88,9.76,19.928,4.243,3.081,16.139,7.862,6.291,9.643,19.5,9.3,1.591,17.732,1.944,24.312,1.367,1.043,7.235,1.939,10.286,4.694,6.814,5.77,5.003,3.853,3.44,3.48,23.352,12.714,4.498,3.9,6.006,4.679,10.684,5.147,3.266,4.758,3.741,11.699,2.453,2.695,2.286,6.161,11.8,11.068,5.255,5.901,15.257,5.559,11.805,5.6,0.735,13.812,6.99,4.08,8.007,9.679,4.312,4.455,18.372,7.917,12.876,13.65,4.418,13.867,22.718,1.044,2.963,0.688,6.9,4.657,4.034,15.557,2.048,10.899,3.207,2.237,3.167,4.869,7.841,5.16,19.01,5.319,12.247,1.848,5.262,9.062,18.382,24.023,8.418,5.893
"2,017",2.462,11.184,13.616,12.968,16.617,8.347,5.561,5.592,5,20.527,8.622,4.372,7.086,4.66,6.164,1.196,1.258,1.722,9.316,3.655,12.792,9.8,3.039,19.678,5.648,6.596,6.426,4.637,5.969,20.887,4.797,3.273,7.29,3.581,4.47,9.086,7.729,1.7,12.24,11.155,2.893,3.746,26.064,5.833,5.832,12,3.836,5.807,11.767,5.879,17.224,2.678,8.64,4.328,9.41,20.351,4.33,13.939,3.369,5.162,4.815,8.329,21.414,2.462,5.417,3.137,13.813,3.124,5.528,11.208,13.929,4.156,3.783,6.713,4.14,7.723,13.02,12.232,2.742,11.211,7.399,18.12,2.822,3.54,3.568,5.04,2.846,3.653,2.223,4.9,3.269,10.236,19.136,4.046,3.066,16.391,7.073,5.522,8.715,19.015,9.229,1.622,16.082,2.113,22.857,1.494,1.356,6.359,1.987,10.336,4.008,6.752,5.376,5.033,3.419,3.41,3.543,21.739,11.676,4.826,3.3,4.839,4.162,10.66,4.736,2.524,5.395,3.691,11.554,2.544,2.552,3.193,4.888,10.8,8.869,6.138,4.927,13.477,5.212,11.875,5.89,0.727,13.206,6.718,4.2,6.573,8.142,3.848,4.078,18.545,7.883,13.079,13.811,4.385,13.67,24.83,1.116,3.744,0.83,6.9,4.212,4.045,15.33,2.132,10.919,3.385,2.313,3.643,4.355,7.89,5.83,18.988,5.045,11.955,1.874,5.288,9.4,18.564,23.992,8.518,6.347
"2,018",2.236,11.206,12.304,13.212,16.599,9.221,4.933,5.3,4.9,18.4,8.322,4.532,5.948,4.695,5.212,1.202,1.157,1.473,8.7,3.519,12.33,10,3.35,19.679,4.763,7.899,5.837,4.661,5.896,20.938,4.713,2.851,7.647,3.619,4.31,9.36,9.01,1.7,12.17,8.504,2.246,3.384,26.18,5.131,5.861,12.15,3.53,5.412,9.855,5.758,15.255,2.825,7.361,4.34,9.018,20.502,3.996,12.667,3.251,4.127,4.771,8.256,19.179,2.283,5.447,3.196,14.019,2.805,5.622,8.432,13.937,3.709,4.387,5.741,3.917,7.652,13.509,12.195,2.704,10.61,5.47,18.257,2.467,4.284,3.673,5.018,2.784,3.824,2.198,4.85,2.896,10.741,19.329,4.318,3.057,16.637,6.147,5.585,7.412,18.836,9.282,1.239,15.19,2.289,21.208,1.62,0.767,5.377,1.834,10.438,3.665,6.427,4.959,5.003,3.275,3.3,3.602,19.877,11.702,5.065,5.2,3.831,3.8,10.63,4.335,1.8,5.218,3.492,11.553,2.604,2.338,4.083,3.846,9.2,6.994,6.217,4.187,12.733,4.846,10.759,6.029,0.723,12.605,6.365,3.613,5.116,6.544,3.193,3.567,18.783,7.685,12.918,13.878,4.006,13.554,26.983,1.135,2.903,0.766,6.898,3.732,4.051,15.459,2.248,10.956,3.49,2.409,3.42,3.896,8.336,5.391,18.968,5.463,12.137,1.161,5.326,9.512,17.644,24.218,5.031,6.792
"2,019",2.331,11.224,11.466,12.2,16.497,9.843,4.56,5.159,5,15.692,8.413,4.693,5.36,4.701,4.23,1.226,1.053,1.402,6.6,3.682,11.936,10.011,2.72,20.094,4.165,9.053,5.69,4.642,5.978,20.608,4.394,2.401,7.533,3.646,4.56,10.28,10.807,1.2,12.118,7.155,2.015,3.136,26.246,5.018,6.356,12.285,3.812,4.514,7.851,5.789,14.104,2.945,6.695,4.38,8.415,20.426,3.737,11.565,3.156,4.532,5.018,8.367,17.045,2.193,5.402,3.219,13.525,2.917,5.551,6.617,14.133,3.419,3.59,4.95,3.731,6.51,14.142,10.74,3.507,9.952,4.987,16.801,2.351,5.014,4.252,5.1,2.838,3.746,2.239,4.8,2.528,11.301,15.613,4.67,3.072,16.876,6.255,5.595,6.312,19.037,9.21,1.502,15.128,2.46,17.414,2.414,0.407,9.269,1.749,10.416,3.627,6.331,4.562,4.949,3.477,3.26,3.632,19.945,10.881,5.206,5.47,3.38,3.687,10.578,4.109,2.052,6.332,3.379,11.536,2.599,2.237,4.83,3.277,8.3,6.464,6.595,3.912,10.395,4.496,11.236,5.636,0.746,12.014,6.833,3.1,4.448,5.761,3.204,2.863,18.828,7.545,12.642,13.998,4.17,13.393,29.049,1.081,2.056,0.716,6.898,3.129,4.055,17.153,2.164,13.73,3.523,2.518,3.185,3.669,8.734,4.945,19.22,5.887,12.259,1.681,5.445,9.601,17.303,25.538,5.539,7.373
"2,020",4.294,11.71,12.79,12.18,16.676,11.461,5.201,6.456,7.24,15.868,9.756,5.828,5.555,4.985,5.125,1.767,1.03,1.565,7.409,7.903,13.697,12.804,5.03,21.017,4.049,10.7,9.657,5.369,6.556,22.373,4.817,2.559,11.006,3.866,5,15.983,16.432,1.4,14.66,7.755,2.551,3.856,27.645,5.637,6.126,14.04,6.127,6.956,7.974,6.307,15.532,4.024,7.759,4.623,8.01,21.273,4.472,11.73,3.285,5.858,5.993,9.075,15.899,2.953,6.227,3.614,15.701,5.808,10.679,7.507,15.56,4.25,4.255,5.623,4.169,7.859,15.776,9.687,5.478,9.164,6.501,19.213,2.809,5.621,4.63,5.884,3.029,3.931,3.535,4.89,2.314,13.235,25.225,5.365,4.092,18.351,8.487,6.773,8.098,19.535,11.203,1.206,17.878,3.246,16.575,3.528,1.476,6.594,2.566,11.01,4.357,8.627,5.404,5.681,4.441,4.54,3.877,20.966,13.558,5.712,6.167,3.819,4.422,13.157,4.595,2.94,14.183,7.179,12.879,2.814,2.522,6.162,3.162,8.89,6.796,7.548,5.035,9.011,5.589,11.829,7.45,0.852,12.368,8.291,4.1,4.974,6.719,3.485,3.405,19.35,8.726,14.204,15.183,5.008,15.176,34.232,1.693,2.211,1.099,7.176,2.792,4.489,17.576,2.675,13.148,4.206,2.781,3.914,8.055,10.33,5.293,20.563,7.53,14.836,2.103,4.046,10.214,17.972,24.339,6.032,8.621
"2,021",3.105,11.934,12.473,10.012,15.799,8.736,6.459,5.116,6.04,14.897,9.417,5.815,6.264,5.11,5.267,1.551,1.11,1.694,4.905,5.089,13.159,11.694,4.804,23.106,3.9,10.157,7.527,5.273,6.676,22.077,5.097,2.59,9.325,3.951,4.55,13.898,15.139,1.373,13.906,7.513,2.803,3.638,27.548,5.043,7.702,13.607,4.552,6.178,7.441,6.341,14.781,3.935,7.606,4.678,7.874,21.233,4.826,11.794,3.338,6.206,5.767,9.194,14.657,2.174,6.001,3.628,14.927,5.174,7.94,7.608,15.253,4.045,3.827,6.194,4.812,6.38,16.173,9.282,6.029,9.497,5.188,19.837,2.828,5.693,4.096,5.857,3.134,3.639,2.997,5.556,1.997,12.621,20.514,5.258,3.792,18.129,7.112,5.247,7.513,19.595,10.539,0.794,16.543,3.415,15.801,2.29,4.34,7.747,2.252,11.068,3.403,7.719,5.021,5.585,4.019,4.64,3.984,20.877,12.537,5.393,6.064,4.21,4.369,12.315,3.776,1.9,10.453,5.097,12.492,2.906,3.398,6.338,3.363,7.9,6.577,7.311,5.59,10.061,4.715,15.793,6.621,0.866,11.466,8.722,4.64,4.747,6.894,3.516,3.368,19.553,8.459,13.868,15.042,4.327,14.796,35.707,1.511,2.285,1.215,7.253,2.344,4.452,16.505,2.111,11.969,4.446,2.806,3.422,5.349,9.301,5.345,20.279,7.027,13.932,2.385,4.734,10.368,18.248,28.77,5.195,9.54
"2,022",2.873,14.1,11.588,8.608,14.693,6.805,4.992,3.701,5.65,12.657,8.493,5.247,5.558,5.348,4.268,1.326,0.919,1.473,5.191,3.552,9.231,9.87,5.947,23.615,3.574,8.724,5.28,4.585,6.337,20.261,4.3,2.434,8.299,3.687,4.98,10.547,11.325,1.254,12.272,6.807,2.224,3.135,26.367,4.434,5.504,12.437,3.761,5.571,7.344,5.941,12.917,3.493,6.719,4.481,7.308,20.501,3.73,11.657,3.084,6.082,5.328,8.746,12.426,3.051,5.527,3.204,12.423,4.318,7.037,6.96,14.719,3.609,3.462,4.479,3.695,4.822,15.588,9.085,3.789,8.069,4.083,18.2,2.6,5.805,4.055,5.854,2.965,2.857,2.124,4.86,1.209,11.599,15.934,6.33,2.99,16.668,5.956,4.585,6.815,19.319,9.53,0.909,15.288,3.186,14.477,3.09,2.83,6.211,2.476,10.602,2.929,6.322,4.424,5.051,3.256,3.93,3.621,19.748,11.291,3.827,4.978,3.524,3.233,10.922,3.297,1.514,8.202,3.85,11.911,2.689,2.598,5.548,2.886,6,6.011,6.755,5.614,8.684,3.867,15.085,5.589,1.579,7.53,7.392,3.591,4.013,6.143,3.194,2.968,19.128,8.232,12.395,14.115,2.999,13.813,37.852,1.104,2.065,0.94,6.981,1.537,4.121,15.301,2.354,10.432,4.383,2.609,2.93,3.65,7.877,4.535,19.51,5.747,12.669,1.535,5.171,9.923,17.515,28.838,5.993,10.087
"2,023",2.706,14.386,11.584,8.586,14.62,6.178,5.243,3.667,5.636,10.42,7.954,5.06,5.508,5.293,4.295,1.16,0.93,1.452,5.27,3.081,7.95,9.198,5.653,23.381,3.574,8.262,5.366,4.544,6.286,20.054,4.05,2.403,9.037,3.646,4.67,9.565,8.304,1.163,11.994,5.964,2.593,3.045,26.258,5.142,5.557,11.814,3.367,6.345,7.306,5.866,12.144,3.497,7.155,4.327,7.323,20.361,4.055,11.622,3.079,6.479,5.297,8.666,10.997,2.705,5.418,3.183,12.43,3.931,6.062,6.063,14.623,4.126,3.417,4.34,3.389,4.172,15.529,9.103,3.562,7.618,4.417,17.944,2.575,5.682,4.038,5.795,3.004,2.642,2.076,4.847,1.181,11.565,11.092,6.36,2.939,16.46,6.962,5.188,6.534,18.743,9.114,1.623,15.254,3.061,13.075,3.008,2.841,6.134,2.246,10.512,3.125,6.057,4.127,5.044,2.812,3.855,3.535,19.422,11.22,3.074,4.795,3.561,3.581,10.685,3.737,1.46,6.701,4.82,11.724,2.651,2.233,5.499,2.905,5.962,6.491,5.779,5.595,8.683,3.325,14.932,4.88,1.545,11.449,7.587,3.472,3.627,5.84,3.174,2.93,19.027,7.704,12.271,14.208,2.758,13.544,37.636,1.082,2.048,0.913,6.981,1.523,4.12,15.106,2.303,9.412,4.206,2.607,2.831,3.625,8.354,4.526,18.674,5.528,12.087,1.602,5.099,9.747,17.215,27.988,5.913,8.759
